pdb_id,resolution,r_free
7ldv,2.9,0.2335
7le5,1.863,0.2147
7lfd,2.157,0.2028
7lhb,2.068,0.2378
7lho,1.4,0.1964
7lj4,2.782,0.2579
7lqu,2.6,0.3099
7lr3,2.8,0.2918
7lry,2.45,0.2218
7ltx,2.3,0.216
7lu1,1.06,0.1688
7lv5,1.6,0.1793
7lvl,2.01,0.206
7lvp,2.24,0.237
7lx8,1.03,0.2122
7lxq,1.3,0.173
7lyx,2.6,0.2688
7lyy,2.75,0.225
7lz7,2.8,0.2111
7lzm,1.8,
7m1o,1.98388706704,0.218940886283
7m3r,2.1,0.2082
7m50,2.31,0.2708
7m7z,1.82,0.2279
7m81,2.05,0.2263
7m83,1.55,0.2082
7m8o,2.44,0.288
7m94,2.71,0.2537
7maf,1.902,0.2062
7mak,1.972,0.2246
7mbg,1.86,0.2221
7mer,1.74,0.1896
7mg6,1.7,0.207
7mgj,2.95,0.2276
7mhb,2.6,0.2878
7mhl,1.55,0.2272
7mnr,1.8,0.1958
7mog,1.8,0.147
7mp9,2.8,0.3065
7mpq,2.35,0.2063
7mpr,1.42,0.181
7mrk,2.05,0.2248
7ms0,1.37,0.1858
7ms8,2.5,0.2505
7mwh,2.28,0.2469
7mxk,1.99,0.237
7my4,1.72,0.1645
7my6,2.02,0.2088
7n1j,2.99,0.2329
7n2a,2.26,0.255
7n36,2.0,0.2199
7n3a,1.5,0.2237
7n53,1.6,0.1991
7n5r,1.55,0.195
7n9k,2.72,0.2497
7nb9,1.09,0.1255
7nbz,1.35,0.2095
7ncp,2.05,0.2447
7nct,2.65,0.281
7nfr,1.88,0.2451
7nfu,2.5,0.2399
7ngu,1.26,0.2123
7nld,2.3,0.2939
7nlf,2.08,0.216
7nq3,1.603,0.1944
7nsz,1.3,0.2207
7nuh,2.2,0.2641
7nxw,1.2,0.1991
7nyp,2.1,0.2435
7nzy,1.85,0.2289
7o0d,2.3,0.2218
7o30,2.65,0.2687
7o33,1.85,0.248
7o5x,1.8,0.2189
7o6s,1.58,0.2252
7o8s,2.5,0.3216
7o8u,2.5,0.3033
7o99,1.24,0.15563
7o9c,1.6,0.1812
7o9n,1.97,0.2861
7ob5,1.8,0.1708
7obf,2.699,0.2637
7oc0,1.78,0.18767
7ofb,2.4,0.2251
7ofc,1.97,0.2101
7og2,2.8,0.2699
7ojo,2.3,0.2769
7olx,1.98,0.251
7om6,2.18,0.2412
7omz,1.66,0.1805
7on3,2.32,0.2882
7ono,2.3,0.282
7onx,2.16,0.2152
7ooe,2.369,0.2356
7op2,1.59,0.2441
7opm,2.45,0.2535
7opn,2.6,0.2412
7oq2,1.7,0.233
7oqd,2.3,0.2884
7osk,2.65,0.2631
7oum,2.45,0.2555
7ov9,1.9,0.1993
7ovw,2.2,0.2709
7owm,1.5,0.1958
7ox8,2.75,0.2476
7oza,1.5,0.1757
7p0u,1.99374263399,0.274397099057
7p2f,2.5,0.2243
7p2w,1.65,0.2211
7p3e,2.0,0.2479
7p3g,2.39,0.239
7p5i,1.86,0.2238
7p90,1.87,0.2096
7pa9,2.75,0.2628
7pbf,1.54,0.195
7pc3,1.95,0.2011
7pc8,2.5,0.2318
7pct,1.35,0.1795
7pdw,1.82,0.2292
7pfr,1.75,0.1693
7ph1,1.18,0.1659
7phu,2.53,0.2759
7pi6,2.6,0.31
7pmz,2.03,0.2125
7pni,2.13,0.275
7pnp,1.8,0.25424
7poq,1.85,0.2039
7ppb,2.4,0.2347
7ppt,1.42,0.2082
7pqv,2.13,0.2869
7pt2,1.762,0.1854
7pwh,1.9,0.2495
7q0m,2.54,0.2914
7q0n,2.5,0.2494
7q0t,1.34,0.17066
7q0w,1.2,0.16185
7q17,1.8,0.2264
7q2f,1.85,0.22933
7q3x,1.95,0.2461
7q4a,2.31,0.2186
7q5v,1.17,0.1792
7q63,1.9,0.2643
7q6a,1.1,0.1739
7q74,2.599,0.2575
7q8l,1.8,0.188
7q8t,2.15,0.2658
7q9c,1.4,0.2102
7qaq,2.4,0.24
7qc7,1.6,0.1592
7qdl,1.67,0.2101
7qe8,2.9,0.2431
7qel,2.5,0.2946
7qfd,2.35,0.2619
7qfe,2.2,0.2547
7qfv,1.56,0.2112
7qfz,2.15,0.2443
7qgs,2.0,0.245
7qhp,1.82,0.219
7qkb,1.8,0.203
7qm5,1.79,0.1724
7qp5,1.92,0.252
7qqi,1.36,0.1853
7qr0,2.3,0.2238
7qrf,2.28,0.213
7qs2,1.7,0.199
7qs4,2.25,0.2449
7qss,1.56,0.2095
7qt5,2.26,0.2313
7qtm,2.25,0.3042
7qva,2.6,0.2137
7qvd,1.7,0.1953
7qwa,1.54,0.2659
7qyd,2.4,0.2309
7qyj,2.11,0.2661
7qyz,2.452,0.255
7r1q,1.1,0.17
7r29,1.28,0.1686
7r2o,1.85,0.1837
7r3t,2.109,0.2962
7r3u,1.86,0.2225
7r4v,1.3,0.192
7r5x,2.052,0.2244
7r6j,1.905,0.2124
7r8z,2.3,0.2236
7r9x,2.14,0.2323
7raf,1.551,0.1688
7rb6,2.4,0.2148
7rbf,1.84,0.2083
7rbp,2.1,0.272
7rc0,1.65,0.1741
7rcq,1.7,0.1892
7re8,2.82,0.239
7rfn,2.5,0.2316
7rhm,2.16,0.2597
7ric,1.95,0.1894
7rlv,2.2,0.2202
7rne,2.73,0.2535
7rpa,2.27,0.2689
7rpb,1.97,0.2292
7rpd,1.95,0.223
7rpn,1.37,0.174
7rqg,2.17,0.2417
7rrd,2.76,0.2613
7rut,1.5,0.1845
7rwk,2.39,0.2353
7rxp,1.761,0.2047
7ry2,2.05,0.2227
7rzx,2.44,0.2222
7s16,1.24,0.159
7s29,1.6,0.2176
7s35,1.6,0.2427
7s3y,2.08,0.234
7s48,1.9,0.2221
7s5b,1.5,0.1983
7s5q,2.88,0.2573
7s7r,1.77,0.2552
7s7z,1.55,0.1967
7s95,1.71,0.191
7saf,2.45,0.2717
7sc4,1.85,0.2612
7sed,1.9,0.2249
7sfg,2.43,0.2229
7sho,2.25,0.2222
7si4,1.9,0.2127
7sju,1.391,0.1795
7smi,1.4,0.2095
7snk,2.0,0.2138
7so0,1.74,0.2017
7sok,2.08,0.2449
7sp3,1.6,0.2195
7sq2,2.6,0.26334
7stv,2.35,0.2295
7suo,2.35,0.2477
7suz,2.5,0.2449
7svj,1.43,0.203
7sxm,2.503,0.218
7sz3,2.2,0.2305
7sz9,2.2,0.2554
7szh,1.79,0.1985
7szv,2.4,0.2174
7t2k,2.34,0.286
7t34,2.89,0.2202
7t45,1.65,0.2205
7t4u,1.99,0.26
7t4w,2.23,0.267
7t5h,1.5,0.2114
7t60,2.0,0.2183
7t70,2.35,0.2199
7t7n,2.0,0.2003
7t83,2.1,0.2566
7t8m,1.6,0.1971
7t9w,2.2,0.3162
7tae,1.5,0.2107
7tbq,2.678,0.2949
7tds,2.2,0.2079
7tdv,2.92,0.2561
7thd,1.16,0.1516
7thg,2.9,0.2744
7tiz,1.55,0.1906
7tlf,2.8,0.3058
7tlw,1.75,0.2063
7tn7,2.25,0.2203
7tnh,2.7,0.269
7to8,1.5,0.2001
7tp4,1.95,0.2306
7tqk,1.48,0.2028
7trl,1.74,0.206
7ts6,1.8,0.2222
7tsf,1.776,0.2145
7tsg,1.85,0.2619
7tsv,1.75,0.2425
7tu2,2.13,0.2259
7tua,1.35,0.1992
7tud,1.45,0.213
7tuv,2.225,0.2647
7tw8,1.55,0.2056
7ty1,1.8,0.2498
7tzb,2.95,0.2851
7u0s,1.7,0.1921
7u4f,1.4,0.1651
7u4k,1.69,0.1811
7u5w,1.13,0.18
7u6k,2.38,0.2239
7u78,1.61,0.2174
7u7i,1.57,0.2191
7u88,2.14,0.2916
7ua6,1.1,0.1403
7ubr,2.04992751372,0.222582691592
7ubz,1.75,0.1882
7ucp,0.85,0.1021
7ucz,1.08,0.2131
7uec,1.2,0.1609
7ueo,1.8,0.1971
7uf0,1.8,0.2019
7uff,2.7,0.2811
7uhe,1.66,0.234
7uj5,1.75,0.2196
7uka,2.2,0.2552
7ukk,2.0,0.1814
7uks,2.29,0.2749
7umg,2.4,0.2183
7umv,1.8,0.172
7uod,1.6,0.2272
7up3,1.4,0.1899
7uss,1.9,0.2068
7uu6,1.85,0.2521
7uv6,2.72,0.2241
7uvm,2.19,0.237
7uy3,2.99,0.2473
7v0i,1.9,0.2324
7v1o,2.4,0.267
7v1q,1.58,0.1953
7v3n,1.85001100152,0.193608913227
7v3r,1.7,0.1896
7v45,1.45,0.1608
7v46,1.8,0.2209
7v4q,1.91,0.2165
7v6w,2.55,0.2309
7v7k,2.2,0.2507
7vee,2.55,0.2368
7ver,1.699,0.2119
7vjo,1.31,0.1848
7vk7,2.4,0.2395
7vmi,1.8,0.211
7vt7,1.53,0.1746
7vtm,2.05152566097,0.22807826722
7vzo,1.75,0.2045
7w3o,2.46,0.2595
7w4t,2.2,0.2387
7w4x,2.20007326465,0.252792779593
7w6g,2.1,0.2359
7w6v,2.47,0.1979
7w7o,1.59,0.1954
7w9g,2.5,0.2468
7wak,2.782,0.2429
7wcc,1.5,0.2155
7wg2,1.76,0.2121
7wga,2.0,
7wgn,1.813,0.2548
7wgp,2.53,0.2686
7wh7,1.44,0.1715
7wib,2.83,0.2309
7wjf,1.8,0.1907
7wjk,1.704,0.2421
7wm3,1.62,0.1845
7wm5,2.15,0.258
7wmt,1.77,0.1909
7wnv,2.3,0.2355
7woj,2.89,0.2839
7wpg,0.9,0.12563
7wpj,2.65,0.2739
7wq0,2.09,0.2494
7wql,2.001,0.2614
7wqs,2.07,0.1999
7wr0,2.8,0.2659
7wu8,1.599,0.2012
7wxm,1.23,0.186
7x0m,2.0,0.2091
7x41,1.15,0.1574
7xcd,1.71,0.1958
7xdu,2.6,0.2258
7xdw,1.926,0.2074
7xe2,2.05,0.194
7xeg,2.69,0.2476
7xgl,2.11,0.2073
7xgs,2.21,0.2332
7xhd,1.66,0.2116
7xjd,1.33,0.176
7xqe,2.57,0.2769
7xro,2.8,0.2563
7xs0,2.59,0.2582
7xw0,2.95,0.3237
7xy8,2.3,0.2809
7xyl,2.099,0.2226
7xyo,2.7,0.2496
7xyr,2.0,0.2322
7xz3,1.889,0.2208
7y0z,2.3,0.257
7y1h,1.99,0.2426
7y37,1.45,0.1828
7y4b,1.86,0.23
7y4i,2.85,0.2699
7y4j,2.69,0.2878
7y8c,2.0,0.2186
7y8u,2.1,0.2274
7y94,1.5,0.19326
7ybr,1.71,0.2194
7yco,1.96,0.2585
7yeb,2.2,0.2499
7yei,2.7,0.2667
7ygv,2.8,0.252
7yj8,2.2,0.2238
7yj9,1.851,0.1925
7yjs,2.5,0.3097
7yk3,2.2,0.2499
7ymq,2.29,0.2373
7yo7,1.81,0.2503
7yoc,2.41,0.2252
7yok,2.799,0.265
7yp5,2.33,0.2591
7yq9,1.5,0.2005
7ys8,2.02,0.2032
7yv1,1.454,0.2772
7yxw,2.5,0.2686
7yy3,1.535,0.2359
7yz7,0.98,0.1414
7yzd,2.13,0.2525
7yzv,1.6,0.2627
7yzz,1.29,0.1387
7z02,2.36,0.258
7z05,2.33,0.2653
7z1r,1.601,0.2175
7z1u,2.24,0.2881
7z2x,1.5,0.2109
7z4u,1.83,0.2322
7z7f,1.95,0.2313
7z7m,2.6,0.2921
7z7u,2.75,0.2892
7zb0,2.47,0.266
7zd3,1.9,0.2221
7ziy,1.7,0.2243
7zk2,1.6,0.2327
7zkf,1.49,0.219
7zku,1.7,0.2445
7zmu,1.6,0.2937
7zmv,2.002,0.2747
7zo1,2.4,0.2496
7zph,1.66,0.2237
7zrt,1.8,0.229
7zry,2.7,0.2406
7zso,1.95,0.2615
7zt4,2.02,0.26764
7zuj,1.55,0.1897
7zun,2.5,0.235
7zut,1.1,0.1459
7zv8,1.937,0.2308
7zw2,1.2,0.1621
7zwg,1.31,0.2027
7zx2,2.5,0.2354
7zxc,1.696,0.2049
7zy7,1.98,0.2259
7zyr,1.85,0.2094
7zzg,2.3,0.2285
7zzo,2.0,0.225
8a0w,2.334,0.1994
8a1b,1.7,0.1946
8a4a,2.52,0.2544
8a9n,1.854,0.2509
8adx,1.6,0.2354
8ael,2.2,0.2644
8aew,2.72,0.2904
8af1,1.57,0.2029
8af8,1.55,0.1988
8afr,2.15,0.1909
8ags,1.61,0.2226
8agy,1.5,0.1937
8ahf,2.271,0.2376
8ahs,2.48,0.2696
8ai5,2.15,0.2182
8aiv,2.6,0.2517
8ak2,1.75,0.1959
8alv,1.6,0.1846
8aml,2.75,0.2666
8an5,1.44,0.1899
8anc,1.11,0.1456
8ank,1.3,0.1298
8ant,1.9,0.2489
8apq,2.49,0.1995
8apr,2.1,0.2118
8apy,2.34,0.3287
8arx,1.4,0.16535
8aul,1.5,0.1802
8aun,1.49,0.1756
8avu,0.89,0.2105
8aw9,1.62,0.1899
8aws,2.26,0.2233
8awy,1.6,0.194
8axf,2.54,0.2416
8axr,1.5,0.2419
8azo,1.9,0.2316
8b06,2.49,0.2655
8b0v,1.7,0.254
8b1a,2.15,0.239
8b2y,2.83,0.2317
8b3y,1.25,0.16052
8b57,2.42,0.20892
8b5h,1.603,0.1793
8b66,0.95,0.1154
8b6o,2.0,0.2486
8b7a,2.25,0.223
8b7x,1.42,0.2281
8b8n,2.0,0.2548
8b8y,2.0,0.2419
8bb3,1.8,0.2266
8bbj,2.65,0.2685
8bci,1.7,0.1865
8bdd,1.61,0.2119
8bg1,2.88,0.2444
8bjl,0.97,0.1256
8bo4,1.75,0.1892
8boq,1.547,0.2155
8bqo,2.1,0.2315
8bqt,1.47,0.2021
8br5,2.7,0.2541
8br6,2.167,0.2513
8bru,1.55,0.1806
8bt4,1.35,0.164
8bt5,1.4,0.2043
8bwz,1.6,0.1981
8bx9,1.4,0.2228
8byy,1.6,0.1863
8bz9,1.3,0.1947
8c24,2.1,0.2354
8c35,2.1,0.22269
8c6y,1.901,0.2609
8caa,1.999,0.2373
8cay,1.626,0.2263
8cb2,2.7,0.298
8cbp,2.7,0.2961
8cbv,1.82,0.2297
8ccz,1.95,0.2763
8cev,2.14,0.2444
8cf9,2.0,0.2469
8cga,1.3,0.1701
8ch0,1.75,0.20984
8chn,0.99,0.1967
8chu,2.45,0.2722
8ck6,1.9,0.209
8ckc,2.1,0.2323
8cmz,2.252,0.2972
8cnt,1.9,0.23819
8cou,1.68,0.19795
8cpj,2.4,0.28194
8cq6,2.44,0.265
8csd,1.95,0.1988
8cu9,2.65,0.2043
8cw3,1.57,0.1691
8cwb,1.51,0.1679
8cwe,1.48,0.1624
8cwj,2.449,0.2301
8cwk,2.368,0.2232
8cxd,1.8,0.2001
8cxt,2.61,0.2243
8d0m,2.04,0.2242
8d30,2.4,0.247
8d3s,1.84,0.2736
8d4k,1.89,0.2236
8d4o,1.45,0.1974
8d62,1.5,0.19
8d6b,1.5,0.2042
8d84,2.65,0.26067
8da0,2.2,0.24848
8da1,2.67,0.2528
8dcw,2.0,0.23738
8ddb,2.15,0.2406
8de2,2.45,0.2495
8dhi,1.588,0.2042
8dip,2.5,0.2703
8diq,2.395,0.2095
8dkn,1.95,0.2973
8dkp,1.23,0.1844
8dml,2.08,0.2236
8dnq,1.84,0.2614
8dpj,2.45,0.2788
8dpr,2.0,0.24722
8dq7,2.1,0.2001
8drd,1.89,0.2155
8dru,2.31,0.2371
8dvh,1.9,0.2371
8dvl,2.5,0.2454
8dz7,1.34,0.1362
8e0u,2.42,0.2382
8e2s,2.95,0.2607
8e5s,2.38,0.2489
8e5y,1.32,0.1624
8e71,1.57,0.1707
8e7x,2.1,0.2324
8e83,2.0,0.2277
8e9o,1.96,0.1886
8ebk,1.29,0.1873
8edb,1.55,0.2157
8ees,2.5,0.2725
8egu,1.923,0.2689
8ekj,1.54,0.1918
8el4,1.73,0.2392
8elw,1.699,0.1863
8em0,2.109,0.2009
8epg,2.15,0.2947
8eq0,2.62,0.2335
8eqp,2.3,0.2534
8erd,1.33,0.2302
8erf,1.47,0.2073
8esi,2.35,0.2436
8est,1.78,
8et4,2.95,0.2054
8etq,2.42,0.2545
8eur,2.61,0.2391
8eus,2.3,0.2288
8ews,2.15,0.2747
8ezl,2.3,0.2554
8f16,1.56,0.226
8f3y,2.99,0.238
8f5c,1.15,0.20362
8f8u,2.85,0.2552
8f94,1.08,0.2247
8f9c,2.8,0.23059
8fat,2.95,0.2743
8fdp,1.88,0.2764
8fe0,2.22,0.2516
8fe7,2.98,0.2174
8fff,1.92,0.2593
8fgd,1.776,0.2527
8fh2,1.59,0.2209
8fid,1.83,0.2275
8fiu,1.56,0.1942
8fjq,1.62,0.2003
8fp6,1.6,0.22813
8fpx,1.47,0.2249
8fqp,1.419,0.2185
8ft0,1.6,0.29442
8fuh,1.852,0.1875
8fvb,2.03,0.2144
8fw3,2.22,0.2612
8fw6,2.34,0.20598
8fz9,1.78,0.1944
8fzk,2.1,0.2468
8g1c,1.63,0.2358
8g1n,2.74,0.2969
8g1v,1.35,0.152
8g4a,1.97,0.22932
8g69,1.53,0.19844
8g6b,1.55,0.2112
8g8q,2.6,0.2099
8gaj,2.43,0.2416
8gb9,1.0,0.1199
8gbh,1.02,0.1326
8gc0,2.43,0.2519
8gfs,2.38,0.217
8gir,2.5,0.229
8gjz,2.92,0.2167
8gky,2.77,0.2428
8gmh,2.6,0.2577
8gmv,2.2,0.2341
8gn2,1.95,0.1814
8gn9,2.5,0.2779
8gpb,2.2,
8gq9,2.3,0.2054
8grz,2.0,0.2342
8gsk,2.271,0.2664
8gv2,1.274,0.215
8h0a,1.94,0.231
8h0j,2.23,0.2465
8h53,2.16,0.2368
8h5a,2.803,0.232
8h6p,2.44,0.2924
8h7i,2.4,0.2353
8h7k,1.45,0.1838
8h7v,1.97,0.17473
8h8i,2.03,0.2452
8h8p,2.5,0.2454
8hjl,1.72,0.2552
8hjo,1.64,0.1953
8hlj,2.24,0.2467
8ho0,1.71,0.2167
8ho6,2.1,0.2336
8hp7,1.43,0.2106
8hpw,2.39,0.246
8hq8,2.6,0.2493
8hqg,1.88,0.263829914995
8hqh,1.58,0.226773718089
8hs7,2.0,0.2606
8huk,2.981,0.2537
8huq,1.65,0.2135
8huw,1.75,0.227940099647
8hv4,2.2,0.27492
8hx7,1.95,0.24028
8hxg,1.702,0.2018
8hy4,1.53,0.2566
8i0g,1.992,0.1932
8i0m,2.7772,0.2816
8i15,2.19,0.2449
8i2l,1.95,0.22146
8i4j,1.62,0.1705
8i5r,1.65,0.1763
8i77,1.5,0.1769
8i7t,2.80004960558,0.271510776193
8ieu,2.3,0.208
8iey,2.0,0.2669
8ifs,2.46,0.2955
8ijg,2.27,0.2536
8iju,1.82,0.2219
8ik2,2.151,0.1997
8ik8,1.8,0.222
8ilc,2.2,0.2392
8ilg,1.805,0.2551
8imu,1.93,0.2078
8in7,1.9,0.2231
8inv,1.85,0.2156
8inw,2.4,0.2436
8inx,1.66,0.2205
8iok,1.991,0.2801
8iox,2.95,0.2322
8ipg,1.64,0.288
8iqb,2.58,0.2643
8ir8,2.25,0.1754
8is6,2.0,0.2466
8iso,1.29,0.1877
8isr,2.09,0.2172
8it9,2.14,0.2392
8itc,1.88,0.2203
8itr,2.44,0.267
8iw2,1.75,0.2017
8ixp,2.45,0.2536
8ixs,1.48,0.1905
8iyb,1.5,0.1688
8iyi,1.9,0.1987
8iyn,2.081,0.211
8izi,2.1,0.22131
8izk,2.0,0.22517
8j10,1.6,0.2058
8j44,2.25,0.23015
8j5f,1.7,0.195
8j67,1.81,0.2151
8j7j,1.54,0.1679
8jaz,1.82,0.2436
8jbb,1.81,0.2309
8jbn,1.99,0.1978
8jbz,2.079,0.2286
8jca,1.65,0.206
8jdb,1.75,0.1816
8je4,2.19,0.2483
8jjy,1.69,0.1886
8jk2,1.742,0.2364
8jkn,2.92,0.2445
8jmp,1.9,0.1955
8jmz,1.988,0.2048
8jow,1.4,0.1993
8jqj,1.4,0.1991
8jsz,1.83,0.17893
8jt1,2.0,0.2136
8jto,2.25,0.2234
8jv0,2.2,0.24882
8jwy,2.33,0.2447
8jy9,1.83,0.2418
8jyj,2.01,0.2977
8jyr,1.69,0.2087
8k00,1.4,0.1988
8k1x,2.27,0.2343
8k68,1.5,0.2053
8k75,1.16,0.18383
8k7l,2.0,0.1862
8k9p,1.5,0.1692
8kb1,2.46,0.2901
8kb3,1.62,0.2055
8keb,2.2,0.2419
8ked,2.11,0.2531
8kfr,2.1,0.2397
8kgt,2.3,0.24593
8ofq,1.6,0.19791
8ohv,1.5,0.2231
8oik,1.62,0.2209
8ok3,1.5,0.1592
8okq,1.0,0.17912
8ol4,1.84,0.1976
8old,1.85,0.21819
8oml,2.56,0.2567
8onh,2.59,0.2695
8opi,1.83,0.2301
8ork,1.64,0.213
8ouk,1.8,0.215
8ouv,1.783,0.2197
8ov5,1.15,0.1547
8ovu,1.95,0.239
8oxg,1.731,0.215
8oxk,1.37,0.1859
8oyr,2.21,0.2628
8ozb,2.09,0.2674
8p1z,2.3,0.2888
8p3g,2.13,0.2412
8p3n,2.0,0.2435
8p55,1.85,0.2009
8p6j,2.324,0.2853
8p8s,1.17,0.167
8p8z,1.2,0.1419
8pa2,2.1,0.21511
8pbu,1.67,0.1907
8pea,1.97,0.2469
8pec,2.66,0.2707
8pf0,2.2,0.2261
8pfo,1.9,0.2478
8pfv,1.46,0.2111
8pg6,1.2,0.1394
8pgb,1.34,0.1545
8ph2,1.13,0.1518
8phb,1.7,0.2147
8phi,2.289,0.2285
8pi9,2.8,0.2934
8pjs,1.7,0.1778
8pjt,1.7,0.2228
8pkv,1.55,0.1919
8ple,1.94,0.2353
8pn3,1.44,0.20114
8pot,2.149,0.2652
8ppc,1.92,0.21886
8ppj,1.75,0.23423
8ppp,2.57,0.27554
8pqg,2.4,0.2311
8pqt,1.7,0.2251
8pry,2.07,0.23753
8pwc,1.461,0.2261
8q1v,1.4,0.193
8q4r,1.43,0.2358
8q5g,2.0,0.23388
8q69,1.96,0.2892
8q77,1.255,0.157
8q8j,2.0,0.2463
8q9s,1.352,0.1688
8q9u,2.0,0.2685
8qaa,1.6,0.2244
8qab,1.4,0.1886
8qay,2.2,0.2314
8qc6,2.4,0.24385
8qce,1.05,0.1696
8qd4,1.8,0.24649
8qeg,1.7,0.1881
8qgr,2.2,0.2192
8qid,1.73,0.2436
8qjg,1.8,0.227
8qjm,1.65,0.1979
8qkz,1.34,0.1513
8qnb,2.1,0.25433
8qni,2.483,0.2859
8qpj,1.75,0.2315
8qqa,1.346,0.1641
8qra,1.55,0.1819
8qrt,2.0,0.2406
8qtj,1.523,0.2318
8qv9,1.76,0.24552
8qx1,2.9445137477,0.241772889651
8r19,1.91,0.2372
8r2j,2.4,0.20344
8r5j,1.898,0.2422
8r5q,2.62,0.2674
8r6o,2.2,0.233
8r7f,1.98,0.27262
8r8i,1.4,0.2299
8r8s,1.11,0.14139
8r95,1.4,0.2074
8ra9,1.4,0.2172
8rba,1.57,0.1826
8rbe,1.9,0.2022
8rbp,1.15,0.14572
8rc7,0.98,0.1318
8rcz,2.25,0.2421
8rdc,1.7,0.20002
8reh,1.7,0.1753
8rf3,1.23,0.2202
8rff,1.31,0.2186
8rfv,1.31,0.17263
8rhq,2.0,0.2443
8rix,1.99,0.2758
8rke,2.7,0.2578
8rln,2.43,0.2813
8rm7,2.25,0.31
8rnp,1.92,0.25618
8rns,1.14,0.16139
8rnz,1.98,0.2349
8roo,1.4,0.1886
8rp1,1.86,0.2014
8rsr,2.3,0.2822
8rtk,1.21,0.1923
8ryh,1.773,0.2461
8ryj,1.16,0.139
8s13,2.0,0.2357
8s1b,2.0,0.2311
8s3b,2.3,0.188
8s3u,2.301,0.2976
8s7m,1.5,0.2082
8s7r,1.9,0.23456
8sam,2.15,0.2505
8sbg,1.94,0.2466
8sc8,2.687,0.2533
8sh0,2.16,0.2214
8shr,1.92,0.21491
8shy,1.77,0.2143
8sj2,2.23,0.2342
8sl7,2.07,0.2472
8smu,2.45,0.2328
8so2,2.15,0.2532
8sr6,2.22,0.2299
8ss1,1.88,0.2409
8stl,1.85,0.25494
8svk,2.25,0.2871
8sxd,2.59,0.2448
8sxq,2.7,0.2508
8t0a,2.14,0.2303
8t1a,2.0,0.2095
8t3i,1.57,0.2229
8tb6,1.96,0.2358
8tbg,1.2,0.1918
8tc6,2.45,0.2942
8tc7,1.9,0.2173
8td5,1.81,0.2089
8tdc,1.8,0.2195
8tdy,1.66,0.2238
8tf0,2.79,0.2603
8tfy,1.54,0.193
8tha,1.68,0.2148
8ti6,1.42,0.154
8tjt,2.7,0.2517
8tk9,1.3,0.1689
8tm2,2.85,0.25284
8tmr,1.37,0.1624
8tos,2.35,0.1996
8tp8,2.74,0.2409
8ts9,2.83,0.2522
8tto,2.0,0.2554
8tw0,1.53,0.1852
8tx5,1.93,0.198
8txk,1.38,0.2206
8u0a,2.0,0.217
8u47,1.33,0.2006
8u8c,2.4,0.2305
8u8r,2.86,0.2137
8u8w,1.8,0.1868
8u9u,1.85,0.287
8uab,1.781,0.2284
8uia,1.75,0.1936
8uit,2.2,0.2748
8ujw,1.72,0.2288
8uki,1.75,0.205
8ukw,2.39,0.2436
8umm,2.2,0.1988
8upw,1.44,0.2012
8us1,2.65,0.26
8utk,1.94,0.2673
8uvx,2.9,0.2679
8uyn,2.0,0.22718
8v0b,1.65,0.1883
8v7t,1.8,0.1783
8vcd,2.32,0.2288
8ve9,1.6,0.1717
8vel,1.624,0.1985
8veo,2.03,0.2775
8vgg,2.71,0.2577
8vjf,1.7,0.2565
8vlb,2.9,0.2581
8vm9,2.2,0.2294
8vn9,1.69,0.1917
8vni,1.57,0.1796
8vpw,1.3,0.152
8vq6,1.45,0.1894
8vqt,2.05,0.2432
8vr1,2.05,0.191
8vru,1.34,0.1605
8vs0,2.46,0.2504
8vw7,1.3,0.2399
8w0c,2.35,0.2096
8w1h,2.1,0.2339
8w44,1.399,0.1812
8w46,1.35,0.1878
8w6v,1.8,0.1925
8w8j,1.807,0.2085
8w97,2.9,0.2547
8wct,1.9,0.2634
8wd2,1.85,0.2081
8wkg,2.4,0.2352
8wl1,1.75,0.2538
8wme,2.283,0.2531
8wpd,1.799,0.2305
8wq7,1.58,0.2457
8ws4,1.53,0.1759
8wwd,2.3,0.25766
8wyw,1.9,0.2417
8x4n,2.46,0.25322
8x4q,2.55,0.2224
8x7z,2.1,0.279
8x8u,1.6,0.2063
8xf7,1.12,0.1403
8xhw,2.94,0.273
8xin,1.694,0.1919
8xiy,2.09,0.2164
8xj9,1.1,0.19549
8xni,2.3,0.24784
8xnj,2.4,0.2749
8xpn,2.1,0.216
8xtc,2.4,0.254
8xu3,1.82,0.2009
8xuc,1.81,0.219
8xwx,2.69,0.2868
8xzy,1.75,0.228
8y2k,2.87,0.2684
8y4y,2.51,0.262
8y7l,2.683,0.2425
8y8m,1.98,0.209
8ydc,2.89,0.2091
8ydt,2.5,0.268
8yfl,1.5,0.2177
8yfm,1.5,0.2088
8yfy,1.45,0.18
8yk5,2.1,0.2099
8yqe,1.94,0.2417
8yuf,1.59,0.214
8yvj,1.65,0.19836
8z2g,1.9,0.2028
8z33,2.6,0.24881
8z3a,1.75,0.20745
8z3b,2.3,0.2302
8z3d,2.0,0.2246
8z4c,2.06,0.2339
8z4i,2.8,0.277
8z4r,1.81,0.22491
8z52,1.48,0.2088
8z58,2.405,0.2582
8zbo,2.0,0.23107
8zd5,2.89,0.24921
8zm7,2.3,0.2048
8zn6,2.94,0.2919
8zns,2.17,0.2486
8zqa,2.91,0.256
8zqu,2.00004554556,0.242599170545
8zr0,2.9,0.2547
8zrf,2.05,0.22988
8zvx,1.5,0.186
8zw1,2.1,0.29869
8zx0,2.091,0.2393
8zxo,1.816,0.2261
